Radical,Freq.,General standard #,,HSK 3.0,Stroke count,Character,Pronounciation,Meaning
网 122.8,718,2932,0.0002690797,6,13,罪,zuì,"crime, sin, vice; evil; hardship"
网 122.8,1379,2930,0.0000859982,7–9,13,署,shǔ,public office
网 122.8,1978,2933,0.0000377718,7–9,13,罩,zhào,basket for catching fish; cover
网 122.8,6156,5477,0.0000002584,,13,罨,yǎn,medical compress; fish net
网 122.9,5639,5723,0.0000005116,,14,罴,pí,"brown bear, ursus arctos"
网 122.9,5761,5724,0.0000004341,,14,罱,lǎn,fishing net
网 122.9,8880,,0.0000000052,,14,罯,ǎn,
网 122.9,9469,,0.0000000052,,14,罰,fá,"penalty, fine; punish, penalize"
羊 123.0,1337,530,0.0000917965,3,6,羊,yáng,"sheep, goat; KangXi radical 123"
羊 123.1,6208,6588,0.0000002326,,7,芈,mǐ,bleat of sheep; surname
羊 123.10,3942,6166,0.0000031576,,16,羲,xī,"ancient emperor; breath, vapor"
羊 123.10,—,7895,0.0000000000,,16,羱,yuán,sheep
羊 123.12,8964,,0.0000000052,,18,羵,fén,spirit
羊 123.12,9470,,0.0000000052,,18,羴,shān,rank odour of sheep or goats
羊 123.13,3907,3469,0.0000032247,,19,羹,gēng,"soup, broth"
羊 123.13,5419,6410,0.0000006305,,19,羸,léi,"weak, lean, emaciated, exhausted"
羊 123.13,7078,,0.0000000517,,19,羶,shān,rank odor
羊 123.13,9364,,0.0000000052,,19,羷,liǎn,
羊 123.14,7736,,0.0000000207,,20,羺,nóu,
羊 123.15,6074,6462,0.0000002946,,21,羼,chàn,"confuse, mix, interpolate"
羊 123.2,3509,3764,0.0000053177,,7,羌,qiāng,Qiang nationality; surname
羊 123.3,151,1642,0.0013924879,3,9,美,měi,"beautiful, pretty; pleasing"
羊 123.3,7224,4320,0.0000000413,,9,羑,yǒu,a guide to goodness
羊 123.4,3604,2050,0.0000047079,,10,羔,gāo,"lamb, kid"
羊 123.4,9097,,0.0000000052,,9,羗,qiāng,tribes in West China; strong; educated; obstinate; a particle
羊 123.4,9872,,0.0000000052,,10,羙,gāo,
羊 123.4,—,7045,0.0000000000,,10,羖,gǔ,a black ram
羊 123.4,—,7046,0.0000000000,,10,羓,bā,dried meat
羊 123.5,2048,2049,0.0000343714,7–9,10,羞,xiū,"disgrace, shame; ashamed; shy"
羊 123.5,3859,2399,0.0000034056,,11,羚,líng,species of antelope
羊 123.5,5059,4952,0.0000008992,,11,羟,qiǎng,hydroxide
羊 123.5,6337,7228,0.0000001912,,11,羝,dī,"ram, he-goat"
羊 123.5,8963,7229,0.0000000052,,11,羕,yàng,
羊 123.5,9098,,0.0000000052,,11,羜,zhù,lamb
羊 123.6,2732,2740,0.0000141547,7–9,12,羡,xiàn,"envy, admire; praise; covet"
羊 123.6,9721,,0.0000000052,,12,羠,yí,
羊 123.7,570,3035,0.0003641216,3,13,群,qún,"(same as 羣) group, crowd, multitude, mob"
羊 123.7,5676,5555,0.0000004909,,13,羧,suō,carboxyl group
羊 123.7,6089,,0.0000002894,,13,義,yì,"right conduct, righteousness"
羊 123.9,4952,5987,0.0000009871,,15,羯,jié,"wether, castrated ram; deer skin"
羊 123.9,5632,5988,0.0000005168,,15,羰,tāng,carbonyl (radical)
羊 123.9,9397,,0.0000000052,,15,羭,yú,good
羊 123.9,9834,,0.0000000052,,15,羮,gēng,"soup, broth"
羽 124.0,1865,585,0.0000432342,5,6,羽,yǔ,"feather, plume; wings; rad. 124"
羽 124.10,1881,3328,0.0000427846,,16,翰,hàn,"writing brush, pen, pencil"
羽 124.10,4148,6131,0.0000025271,,16,翱,áo,"soar, roam"
羽 124.10,6716,6067,0.0000001034,,16,翮,hé,stem of feather; quill
羽 124.10,8081,7915,0.0000000155,,16,翯,hè,glistening plumage; reflection of the sun on water
羽 124.11,4968,6216,0.0000009716,,17,翳,yì,"shade, screen; to hide, screen"
羽 124.12,1027,3445,0.0001528030,4,18,翻,fān,"flip over, upset, capsize"
羽 124.12,1294,3435,0.0000966905,7–9,17,翼,yì,wings; fins on fish; shelter
羽 124.12,7007,,0.0000000620,,18,翹,qiào,"turn up, lift, elevate, raise"
羽 124.12,9753,,0.0000000052,,18,翸,pěn,
羽 124.12,—,8020,0.0000000000,,18,𦒍,tóng,
羽 124.12,—,8022,0.0000000000,,18,翷,lín,
羽 124.12,—,8024,0.0000000000,,18,䎖,zēng,soaring up in the sky
羽 124.13,—,8037,0.0000000000,,19,翾,xuān,fly; to flit
羽 124.14,1804,3476,0.0000468207,6,20,耀,yào,"shine, sparkle, dazzle; glory"
羽 124.3,4860,4390,0.0000010852,,9,羿,yì,legendary archer
羽 124.4,2066,1859,0.0000337151,7–9,10,翅,chì,wings; fin
羽 124.4,2112,1992,0.0000317151,7–9,10,翁,wēng,"old man; father, father-in-law"
羽 124.4,7246,7090,0.0000000413,,10,翀,chōng,fly upward
羽 124.4,7268,6974,0.0000000413,,10,翃,hóng,fly
羽 124.4,7817,7091,0.0000000207,,10,翂,fēn,
羽 124.4,8621,,0.0000000103,,10,翆,cuì,color green; kingfisher
羽 124.5,3417,4920,0.0000058138,,11,翎,líng,feather; plume; wing
羽 124.5,3708,5024,0.0000040981,,11,翌,yì,"bright; daybreak, dawn; the next day"
羽 124.5,4429,4941,0.0000018294,,11,翊,yì,"flying; assist, help; respect"
羽 124.5,6126,,0.0000002739,,11,習,xí,practice; flapping wings
羽 124.5,7632,,0.0000000258,,11,翉,běn,
羽 124.5,8035,,0.0000000155,,11,翐,zhì,
羽 124.5,8622,,0.0000000103,,11,翑,qú,
羽 124.5,9241,7157,0.0000000052,,11,翈,xiá,
羽 124.5,—,7169,0.0000000000,,11,䎃,rǎn,fine down; floss; wool
羽 124.6,2184,2739,0.0000290692,7–9,12,翔,xiáng,"soar, glide, hover; detailed"
羽 124.6,2992,2601,0.0000098654,7–9,12,翘,qiào,"turn up, lift, elevate, raise"
羽 124.6,5066,5222,0.0000008889,,12,翕,xī,agree
羽 124.6,6475,7366,0.0000001550,,12,翙,huì,noise of bird's wings
羽 124.6,8408,5324,0.0000000103,,12,翚,huī,"pheasant, golden pheasant; variegated; to fly"
羽 124.6,9722,,0.0000000052,,12,翖,xì,ksc extension 3108
羽 124.7,6829,7394,0.0000000827,,12,翛,xiāo,look of rumpled feathers; bedraggled; hasty; rapid flight
羽 124.7,7867,,0.0000000207,,13,翜,shà,
羽 124.8,2177,3184,0.0000292552,7–9,14,翠,cuì,color green; kingfisher
羽 124.8,3919,5838,0.0000031989,,14,翟,dí,surname; a kind of pheasant; plumes
羽 124.8,4135,5689,0.0000025891,,14,翡,fěi,"kingfisher; emerald, jade"
羽 124.8,8458,,0.0000000103,,14,翣,shà,feathers used decorate coffin; large wooden fan
羽 124.8,9471,,0.0000000052,,14,翢,dào,
羽 124.9,3234,3305,0.0000073073,,15,翩,piān,"fly, flutter"
羽 124.9,4765,7809,0.0000012041,,15,翦,jiǎn,"scissors; cut, clip; annhilate"
羽 124.9,6123,5636,0.0000002739,,14,翥,zhù,to soar; to take off
羽 124.9,7067,,0.0000000517,,15,翧,xuān,
羽 124.9,7467,,0.0000000310,,15,翫,wán,"careless, play; a legendary archer"
羽 124.9,7754,,0.0000000207,,15,翬,huī,pheasant; variegated; to fly
羽 124.9,9099,,0.0000000052,,15,翭,hóu,
老 125.0,179,360,0.0011526892,1,6,老,lǎo,"old, aged; experienced"
老 125.0,495,358,0.0004273193,1,6,考,kǎo,"examine, test; investigate"
老 125.4,103,969,0.0018654600,2,8,者,zhě,that which; he who; those who
老 125.4,3779,4419,0.0000037984,,10,耆,qí,"man of sixty; aged, old"
老 125.4,4373,4420,0.0000019586,,10,耄,mào,"elderly person; very old, senile"
老 125.5,8036,,0.0000000155,,11,耈,gǒu,old age
老 125.5,8965,6773,0.0000000052,,9,耇,gǒu,wrinkled face of the elderly
老 125.6,6231,5070,0.0000002274,,12,耋,dié,"in one's eighties, aged"
老 125.6,9365,,0.0000000052,,10,耊,diè,variant of 耋
而 126.0,36,392,0.0033551706,2,6,而,ér,and; and then; and yet; but
而 126.3,1409,1456,0.0000807683,5,9,耐,nài,"endure, bear; resist; patient"
而 126.3,2260,1457,0.0000264026,7–9,9,耍,shuǎ,"frolic, play, amuse, play with"
而 126.3,8037,,0.0000000155,,9,耎,ruǎn,"weak, pliable, soft, yielding"
而 126.3,9047,6837,0.0000000052,,9,耑,duān,specialized; concentrated
而 126.3,—,6812,0.0000000000,,9,耏,nài,whiskers
耒 127.0,5701,3564,0.0000004754,,6,耒,lěi,handle of plow; plow; rad. 127
耒 127.10,4899,6027,0.0000010491,,16,耨,nòu,"hoe, rake; weed"
耒 127.10,5572,6028,0.0000005426,,16,耪,pǎng,"plow, cultivate"
耒 127.10,7319,6026,0.0000000362,,16,耩,jiǎng,to plough. to sow
耒 127.12,9100,,0.0000000052,,18,耮,lào,a kind of farm tool
耒 127.15,8409,8074,0.0000000103,,21,耰,yōu,toothless rake for drawing earth over newly sown grain
耒 127.16,7116,6464,0.0000000517,,22,耱,mò,a kind of farm tool
耒 127.3,—,6756,0.0000000000,,9,耔,zǐ,to hoe up the earth around plants
耒 127.4,1730,1768,0.0000516733,6,10,耗,hào,"consume, use up; waste, squander"
耒 127.4,1850,1766,0.0000440559,7–9,10,耕,gēng,"plow, cultivate"
耒 127.4,4035,1767,0.0000028940,,10,耘,yún,weed
耒 127.4,4126,1769,0.0000026149,,10,耙,bà,rake
耒 127.4,7181,4399,0.0000000465,,10,耖,chào,
耒 127.5,6213,4710,0.0000002326,,11,耜,sì,spade-shaped tool; plow
耒 127.6,—,5041,0.0000000000,,12,耠,huō,"till, dig"
耒 127.7,7749,5339,0.0000000207,,13,耢,lào,a kind of farm tool
耒 127.7,9242,,0.0000000052,,13,耡,chú,hoe
耒 127.8,8309,5620,0.0000000103,,14,耥,tāng,farm tool
耒 127.8,—,7620,0.0000000000,,14,耤,jí,plough
耒 127.9,4888,5849,0.0000010594,,15,耦,ǒu,plow side by side; team of two
耒 127.9,7069,5850,0.0000000517,,15,耧,lóu,drill for sowing grain
耳 128.0,887,369,0.0001960631,4,6,耳,ěr,"ear; merely, only; handle"
耳 128.1,8882,,0.0000000052,,7,耴,yì,
耳 128.10,6232,,0.0000002274,,16,聬,wěng,
耳 128.10,7033,,0.0000000568,,15,聭,kuì,
耳 128.11,6515,6034,0.0000001447,,16,聱,áo,bent and twisted; too complicated
耳 128.11,6748,,0.0000000982,,17,聲,shēng,"sound, voice, noise; tone; music"
耳 128.11,7008,,0.0000000620,,17,聯,lián,"connect, join; associate, ally"
耳 128.11,8132,,0.0000000155,,17,聰,cōng,"intelligent, clever, bright"
耳 128.12,7201,,0.0000000465,,18,職,zhí,"duty, profession; office, post"
耳 128.12,7458,,0.0000000310,,17,聴,tīng,"hear, listen; understand; obey"
耳 128.12,8623,,0.0000000103,,18,聵,kuì,deaf
耳 128.12,9800,,0.0000000052,,18,聶,niè,whisper; surname
耳 128.13,9101,,0.0000000052,,19,聸,dān,
耳 128.14,8395,,0.0000000103,,20,聺,qié,
耳 128.14,9473,,0.0000000052,,20,聹,níng,earwax
耳 128.14,9474,,0.0000000052,,20,聻,nǐ,death of a disembodied spirit; depraved
耳 128.16,6620,,0.0000001240,,22,聽,tīng,"hear, listen; understand; obey"
耳 128.16,9475,,0.0000000052,,22,聾,lóng,deaf
耳 128.2,6738,6656,0.0000000982,,8,耵,dīng,earwax
耳 128.3,1174,3853,0.0001197650,,8,耶,yé,used in transliteration
耳 128.3,4120,4172,0.0000026356,,9,耷,dā,ears hanging down
耳 128.4,2163,1984,0.0000297565,7–9,10,耸,sǒng,"urge on; rise up; stir, excite"
耳 128.4,2169,1816,0.0000296376,7–9,10,耻,chǐ,"shame, humiliation; ashamed"
耳 128.4,2658,1818,0.0000155294,7–9,10,耽,dān,indulge in; be negligent
耳 128.4,2687,1817,0.0000149816,7–9,10,耿,gěng,"bright, shining; have guts"
耳 128.4,2797,1819,0.0000129351,,10,聂,niè,whisper; surname
耳 128.5,616,2192,0.0003373160,3,11,职,zhí,"duty, profession; office, post"
耳 128.5,1932,2196,0.0000406452,4,11,聊,liáo,"somewhat, slightly, at least"
耳 128.5,2873,2245,0.0000116277,7–9,11,聋,lóng,deaf
耳 128.5,3770,2194,0.0000038190,,11,聆,líng,"listen, hear"
耳 128.5,5598,4745,0.0000005323,,11,聃,dān,ears without rims; a personal name
耳 128.5,6657,7119,0.0000001137,,11,聍,níng,earwax
耳 128.6,356,2544,0.0006216977,3,12,联,lián,"connect, join; associate, ally"
耳 128.6,5079,5078,0.0000008785,,12,聒,guā,"clamor, din, hubbub"
耳 128.6,7561,,0.0000000258,,12,聠,pīng,
耳 128.7,2253,2845,0.0000266041,6,13,聘,pìn,"engage, employ; betroth"
耳 128.7,7054,,0.0000000568,,13,聖,shèng,"holy, sacred; sage"
耳 128.8,1306,3065,0.0000953882,4,14,聚,jù,"assemble, meet together, collect"
耳 128.8,6959,,0.0000000672,,14,聞,wén,hear; smell; make known; news
耳 128.8,7055,,0.0000000568,,14,聛,bǐ,
耳 128.8,8131,,0.0000000155,,14,聣,ní,
耳 128.8,8328,,0.0000000103,,14,聜,dǐ,
耳 128.8,8459,,0.0000000103,,14,聟,xù,son-in-law; husband
耳 128.8,8564,,0.0000000103,,14,聝,guó,to cut the left ears of the slain
耳 128.8,9472,,0.0000000052,,14,聡,cōng,"intelligent, clever, bright"
耳 128.9,1669,3206,0.0000561384,5,15,聪,cōng,"intelligent, clever, bright"
耳 128.9,5209,5869,0.0000007752,,15,聩,kuì,deaf
耳 128.9,7841,,0.0000000207,,15,聦,cōng,"the hearing, to listen; astute; clever; quick of apprehension"
耳 128.9,8288,,0.0000000103,,15,聧,kuī,
耳 128.9,8966,,0.0000000052,,15,聫,lián,"connect, join; associate, ally"
聿 129.0,3526,3635,0.0000051627,,6,聿,yù,"writing brush, pencil; thereupon"
聿 129.0,5883,,0.0000003721,,4,肀,yù,pen; radical number 129
聿 129.4,1518,1303,0.0000701846,5,8,肃,sù,pay respects; reverently
聿 129.6,8773,,0.0000000103,,11,粛,sù,pay respects; reverently
聿 129.7,2445,2831,0.0000204440,7–9,13,肆,sì,"indulge; excess; numeral four; particle meaning now, therefore; shop"
聿 129.7,5563,5532,0.0000005530,,13,肄,yì,"learn, practice, study; toil"
聿 129.7,7538,,0.0000000258,,13,肅,sù,pay respects; reverently
聿 129.8,3206,3178,0.0000076381,7–9,14,肇,zhào,"begin, commence, originate"
肉 130.0,1009,443,0.0001592732,1,6,肉,ròu,flesh; meat; KangXi radical 130
肉 130.1,8460,,0.0000000103,,5,肊,yì,variant of 臆
肉 130.10,1351,2976,0.0000904839,2,13,腿,tuǐ,"legs, thighs"
肉 130.10,1941,3134,0.0000399527,7–9,14,膀,bǎng,upper arm; shoulder; wing
肉 130.10,2440,3133,0.0000206146,7–9,14,膊,bó,"shoulders, upper arms"
肉 130.10,2673,3142,0.0000152865,7–9,14,膏,gāo,"grease, fat; paste, ointment"
肉 130.10,4579,5767,0.0000015245,,14,膑,bìn,the kneecap
肉 130.10,5398,5766,0.0000006460,,14,膈,gé,diaphragm
肉 130.10,6037,5788,0.0000003101,,14,膂,lǚ,"backbone, spinal column"
肉 130.10,9106,,0.0000000052,,13,膄,sòu,to become emaciated
肉 130.10,9107,,0.0000000052,,14,膆,sù,the corp of a bird or fowl; fat
肉 130.10,9108,,0.0000000052,,14,膋,liáo,fat
肉 130.11,1945,3132,0.0000397614,6,14,膜,mó,membrane; to kneel and worship
肉 130.11,2307,3274,0.0000248522,7–9,15,膝,xī,knee
肉 130.11,2865,3275,0.0000117104,7–9,15,膛,táng,"chest; hollow space, cavity"
肉 130.11,4884,5966,0.0000010594,,15,膘,biāo,fat; rump
肉 130.11,6403,,0.0000001757,,15,膠,jiāo,"glue, gum, resin, rubber"
肉 130.11,6526,,0.0000001447,,15,膚,fū,"skin; superficial, shallow"
肉 130.11,6660,7401,0.0000001137,,12,腘,guó,knee pit; popliteal fossa (medicine)
肉 130.11,8039,,0.0000000155,,15,膕,guó,hollow
肉 130.11,8885,,0.0000000052,,15,膗,chuái,ugly and fat; too fat to move
肉 130.11,8886,,0.0000000052,,15,膟,lǜ,fat
肉 130.11,—,6138,0.0000000000,,16,膙,jiǎng,callous skin on the feet
肉 130.12,2415,3364,0.0000214001,7–9,16,膨,péng,"to swell; swollen, bloated, inflated"
肉 130.12,3300,6136,0.0000067957,7–9,16,膳,shàn,"meals, provisions, board"
肉 130.12,6695,,0.0000001085,,16,膩,nì,"greasy, oily, dirty; smooth"
肉 130.12,6744,,0.0000000982,,16,膬,cuì,
肉 130.12,6768,,0.0000000930,,16,膯,tēng,
肉 130.12,6872,,0.0000000775,,16,膮,xiāo,
肉 130.12,6911,,0.0000000723,,16,膫,liáo,the fat covering the intestines; the omentum
肉 130.12,7087,6137,0.0000000517,,16,膦,lìn,phosphine
肉 130.12,7269,,0.0000000413,,16,膭,guī,
肉 130.12,7356,,0.0000000362,,15,膵,cuì,pancreas
肉 130.12,7868,,0.0000000207,,16,膰,fán,to cook meat for a sacrifice or offering
肉 130.12,7869,,0.0000000207,,16,膲,jiāo,(medicine) the three divisions of the viscera
肉 130.12,8529,,0.0000000103,,17,膥,chūn,(Cant.) eggs of birds or reptiles; testicles
肉 130.12,8530,,0.0000000103,,16,膱,zhí,
肉 130.12,8565,,0.0000000103,,16,膴,hū,fine
肉 130.12,9178,,0.0000000052,,16,膪,chuài,pork
肉 130.13,1688,3434,0.0000544795,7–9,17,臂,bì,arm
肉 130.13,3199,3433,0.0000076949,,17,臀,tún,buttocks
肉 130.13,3709,6274,0.0000040929,,17,臆,yì,"chest, breast, bosom; thought"
肉 130.13,3783,6289,0.0000037519,,17,膺,yīng,"breast, chest; undertake, bear"
肉 130.13,4389,3423,0.0000019224,7–9,17,臊,sāo,"rank; rancid; frowzy, fetid; bashful"
肉 130.13,4439,6275,0.0000018139,,17,臃,yōng,swell up; swelling; fat
肉 130.13,5051,,0.0000009044,,17,臁,lián,calf of the leg
肉 130.13,5647,6273,0.0000005064,,17,膻,shān,a rank odor; a technical term from Chinese medicine for the center of the chest
肉 130.13,6259,,0.0000002222,,17,膽,dǎn,"gall bladder; bravery, courage"
肉 130.13,6503,,0.0000001499,,17,膿,nóng,pus
肉 130.13,6858,,0.0000000775,,17,臉,liǎn,face; cheek; reputation
肉 130.13,6912,,0.0000000723,,17,臅,chù,
肉 130.13,6980,6272,0.0000000620,,17,臌,gǔ,dropsical swelling; puffy bloated
肉 130.13,7155,,0.0000000465,,16,膹,fèn,
肉 130.13,7663,,0.0000000258,,16,臇,juǎn,"fat, rich; a stew of fish"
肉 130.13,7664,,0.0000000258,,19,臋,tún,variant of 臀
肉 130.13,8332,,0.0000000103,,15,膼,zhuā,
肉 130.13,8625,,0.0000000103,,17,臄,jué,palate
肉 130.13,9481,,0.0000000052,,16,臈,là,year end sacrifice; dried meat
肉 130.14,6694,,0.0000001085,,18,臍,qí,abdominal area of crab; navel
肉 130.14,7202,,0.0000000465,,18,臏,bìn,the kneecap
肉 130.14,7310,,0.0000000362,,18,臎,cuì,
肉 130.14,7348,8013,0.0000000362,,18,臑,nào,soft
肉 130.14,7378,,0.0000000362,,17,臒,wò,
肉 130.14,7648,,0.0000000258,,18,臓,zàng,"internal organs, viscera"
肉 130.14,7722,,0.0000000207,,18,臐,xūn,broth
肉 130.15,8093,,0.0000000155,,19,臘,là,year end sacrifice; dried meat
肉 130.15,9109,,0.0000000052,,19,臕,biāo,"fat; gross, sleek"
肉 130.15,9386,,0.0000000052,,18,臗,kuān,
肉 130.16,7079,6441,0.0000000517,,20,臜,zā,dirty; filthy
肉 130.16,8094,,0.0000000155,,20,臛,huò,broth
肉 130.16,8784,,0.0000000103,,20,臖,xìng,to swell; swelling
肉 130.16,9366,,0.0000000052,,20,臚,lú,arrange in order; display
肉 130.18,5767,,0.0000004341,,21,臟,zàng,"internal organs, viscera"
肉 130.18,8463,,0.0000000103,,22,臞,qú,variant of 癯
肉 130.19,7738,,0.0000000207,,23,臢,zā,dirty; filthy
肉 130.2,1935,495,0.0000404643,5,6,肌,jī,muscle tissue; meat on bones
肉 130.2,3324,496,0.0000066252,,6,肋,lē,ribs; chest
肉 130.2,7027,,0.0000000568,,8,肏,cào,"copulate, expletive (fuck)"
肉 130.2,8883,,0.0000000052,,6,肍,qiú,
肉 130.3,1760,803,0.0000493581,6,7,肝,gān,liver
肉 130.3,1800,805,0.0000470378,4,7,肚,dù,belly; abdomen; bowels
肉 130.3,1921,807,0.0000410276,5,7,肠,cháng,intestines; emotions; sausage
肉 130.3,2019,713,0.0000356530,7–9,7,肖,xiào,"look like, resemble, be like"
肉 130.3,3010,806,0.0000097001,,7,肘,zhǒu,the elbow; help a person shoulder a load
肉 130.3,3394,804,0.0000059275,,7,肛,gāng,anus
肉 130.3,4838,3760,0.0000011111,,7,肓,huāng,region between heart and diaphragm
肉 130.3,5512,3742,0.0000005788,,7,肟,wò,an organic compound
肉 130.3,6036,,0.0000003101,,7,肜,róng,to sacrifice on two successive days
肉 130.3,8461,,0.0000000103,,7,肙,yuàn,a small worm; to twist; to surround; empty
肉 130.3,8462,,0.0000000103,,7,肞,chā,
肉 130.4,609,1225,0.0003439257,2,8,育,yù,"produce, give birth to; educate"
肉 130.4,644,1186,0.0003196885,6,8,股,gǔ,"thighs, haunches, rump; share"
肉 130.4,860,1067,0.0002057477,5,8,肯,kěn,"willing; consent to, permit"
肉 130.4,1415,1289,0.0000802464,5,8,肩,jiān,shoulders; to shoulder; bear
肉 130.4,1494,1191,0.0000720812,6,8,胁,xié,"ribs, armpits; flank; threaten"
肉 130.4,1620,1189,0.0000599161,4,8,肥,féi,"fat, plump, obese; fertile"
肉 130.4,1790,1180,0.0000476166,5,8,肤,fū,"skin; superficial, shallow"
肉 130.4,1792,1183,0.0000475546,6,8,肿,zhǒng,swell; swollen; swelling
肉 130.4,2044,1181,0.0000345833,6,8,肺,fèi,lungs
肉 130.4,2083,1184,0.0000326970,7–9,8,胀,zhàng,"swell, inflate, expand"
肉 130.4,2335,1182,0.0000240357,7–9,8,肢,zhī,human limbs; animal feet
肉 130.4,2361,1073,0.0000229298,7–9,8,肾,shèn,"kidneys; testes, gizzard"
肉 130.4,3005,1188,0.0000097259,7–9,8,肪,fáng,animal fat
肉 130.4,3194,1187,0.0000077466,,8,肮,āng,dirty
肉 130.4,3513,1169,0.0000053022,,8,肴,yáo,cooked or prepared meat
肉 130.4,4515,3979,0.0000016485,,8,肽,tài,a chemical compound
肉 130.4,4921,3980,0.0000010181,,8,肱,gōng,forearm
